rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
positive,linear,,positive,1.27,,,,
conceptually dense > 0.70 & unambiguous > 0.5 & positive > 0.5 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.22,negative,0.2,0.18,4.66,4.07,1.68
conceptually dense > 0.5 & socially controversial <= 0.89 & unambiguous <= 0.89 & positive > 0.70 & interdisciplinary > 0.70,rule,0.64,positive,0.13,0.51,21.15,19.46,3.35
technically complicated > 0.70 & positive <= 0.70 & neutral > 0.70,rule,0.02,negative,0.13,0.02,1107.68,1091.94,7.89
technically complicated > 0.5 & common > 0.5 & socially controversial > 0.5 & positive <= 0.70 & interdisciplinary > 0.70,rule,0.31,negative,0.09,0.25,4.41,3.64,1.4
socially controversial > 0.70 & unambiguous > 0.5 & positive > 0.5 & positive <= 0.70 & neutral > 0.5,rule,0.22,negative,0.09,0.17,6.83,5.91,1.94
common > 0.5 & common <= 0.89 & socially controversial <= 0.89 & positive > 0.70 & subject to geographical variability <= 0.89,rule,0.53,positive,0.08,0.46,18.17,15.16,2.94
common > 0.5 & positive > 0.5 & positive <= 0.70 & neutral > 0.70 & subject to time variability <= 0.89,rule,0.02,negative,0.06,0.02,4.32,3.38,1.29
conceptually dense <= 0.70 & technically complicated <= 0.70 & positive > 0.70 & positive <= 0.89 & interdisciplinary > 0.70,rule,0.09,positive,0.06,0.08,55.8,52.2,4.18
conceptually dense > 0.70 & common <= 0.89 & positive <= 0.70 & negative > 0.70 & neutral <= 0.70,rule,0.23,positive,0.06,0.19,101.18,97.96,4.85
conceptually dense > 0.70 & common <= 0.89 & positive <= 0.70 & neutral <= 0.70 & subject to time variability <= 0.89,rule,0.25,positive,0.06,0.21,20.57,19.46,3.14
technically complicated > 0.70 & common > 0.70 & socially controversial > 0.70 & positive > 0.5 & positive <= 0.70,rule,0.13,negative,0.05,0.16,17.95,16.76,2.96
common > 0.70 & common <= 0.89 & positive <= 0.70 & negative <= 0.70 & interdisciplinary <= 0.89,rule,0.03,negative,0.05,0.03,26.22,24.02,3.34
socially controversial > 0.5 & positive > 0.70 & negative > 0.30 & subject to time variability > 0.70 & subject to time variability <= 0.89,rule,0.6,positive,0.05,0.52,9.96,8.27,2.21
conceptually dense > 0.70 & common > 0.5 & unambiguous <= 0.70 & positive > 0.70 & neutral > 0.70,rule,0.13,positive,0.05,0.11,318.43,308.6,6.03
common > 0.5 & common <= 0.89 & positive > 0.70 & neutral > 0.70 & interdisciplinary > 0.70,rule,0.26,positive,0.04,0.21,30.23,26.55,3.43
common > 0.70 & socially controversial > 0.70 & positive > 0.5 & positive <= 0.70,rule,0.2,negative,0.04,0.17,4.65,4.13,1.48
