rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
technically complicated,linear,,negative,0.13,,,,
common <= 0.89 & socially controversial <= 0.70 & positive <= 0.89 & negative > 0.30 & neutral > 0.5,rule,0.55,negative,0.03,0.44,0.39,0.13,1.03
conceptually dense > 0.5 & technically complicated <= 0.5 & common > 0.5 & positive > 0.5 & negative <= 0.70,rule,0.17,positive,0.02,0.14,1.02,0.3,1.02
conceptually dense > 0.5 & technically complicated <= 0.5 & common > 0.5 & negative <= 0.5 & subject to geographical variability > 0.5,rule,0.13,positive,0.02,0.1,0.98,0.29,1.02
conceptually dense > 0.70 & technically complicated <= 0.70 & socially controversial > 0.5 & negative > 0.30 & subject to geographical variability <= 0.89,rule,0.36,positive,0.02,0.32,2.42,0.65,1.02
conceptually dense > 0.5 & technically complicated <= 0.5 & socially controversial <= 0.5 & neutral <= 0.70 & subject to time variability <= 0.70,rule,0.04,positive,0.02,0.04,2.37,0.87,1.02
technically complicated <= 0.70 & common <= 0.89 & unambiguous <= 0.70 & positive > 0.70 & interdisciplinary > 0.70,rule,0.27,positive,0.01,0.4,0.94,0.23,1.01
technically complicated > 0.5 & common <= 0.89 & positive <= 0.70 & negative > 0.30 & neutral <= 0.70,rule,0.33,negative,0.01,0.45,0.64,0.19,1.01
technically complicated <= 0.70 & common > 0.70 & positive > 0.5 & negative > 0.30 & neutral <= 0.70,rule,0.21,negative,0.01,0.23,1.31,0.42,1.01
conceptually dense <= 0.70 & common > 0.5 & socially controversial > 0.5 & positive > 0.5 & neutral <= 0.70,rule,0.1,negative,0.01,0.09,0.58,0.15,1.01
technically complicated <= 0.70 & positive > 0.5 & negative <= 0.70 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.43,positive,0.01,0.37,0.59,0.21,1.01
technically complicated <= 0.70 & common > 0.70 & unambiguous <= 0.5 & positive <= 0.5 & subject to geographical variability <= 0.89,rule,0.02,positive,0.01,0.05,1.84,0.5,1.01
technically complicated <= 0.5 & common <= 0.89 & positive <= 0.89 & negative <= 0.70 & interdisciplinary <= 0.70,rule,0.14,negative,0.01,0.13,1.64,0.45,1.01
conceptually dense > 0.5 & technically complicated <= 0.5 & common > 0.5 & socially controversial <= 0.5 & unambiguous <= 0.70,rule,0.06,positive,0.01,0.07,1.31,0.41,1.01
technically complicated <= 0.5 & common <= 0.89 & unambiguous > 0.5 & interdisciplinary <= 0.70 & subject to time variability > 0.5,rule,0.11,negative,0.01,0.11,1.39,0.46,1.01
technically complicated <= 0.70 & socially controversial <= 0.70 & positive > 0.89 & negative <= 0.30 & neutral <= 0.70,rule,0.01,positive,0.01,0.01,2.01,0.5,1.01
technically complicated <= 0.70 & common <= 0.89 & positive > 0.5 & negative > 0.30 & interdisciplinary <= 0.70,rule,0.2,negative,0.01,0.19,1.91,0.65,1.01
technically complicated <= 0.70 & common > 0.5 & socially controversial <= 0.70 & negative > 0.30 & subject to time variability > 0.70,rule,0.18,negative,0.01,0.15,1.72,0.47,1.01
technically complicated <= 0.70 & unambiguous <= 0.5 & positive > 0.5 & positive <= 0.70,rule,0.11,negative,0.01,0.13,2.76,0.88,1.01
common > 0.5 & socially controversial <= 0.70 & negative <= 0.5 & neutral <= 0.70 & subject to time variability <= 0.70,rule,0.11,positive,0.01,0.24,0.73,0.24,1.01
conceptually dense <= 0.70 & technically complicated <= 0.70 & common <= 0.89 & negative > 0.30 & neutral > 0.5,rule,0.26,negative,0.01,0.22,3.23,1.03,1.01
technically complicated <= 0.70 & unambiguous <= 0.5 & positive <= 0.5 & subject to geographical variability <= 0.89,rule,0.06,positive,0.01,0.16,2.76,1.01,1.01
common > 0.70 & positive <= 0.5 & neutral <= 0.5 & subject to time variability > 0.5,rule,0.06,positive,0.0,0.08,0.61,0.17,1.0
conceptually dense > 0.70 & technically complicated > 0.5 & common > 0.70 & common <= 0.89 & positive <= 0.89,rule,0.18,negative,0.0,0.45,0.56,0.14,1.0
conceptually dense > 0.70 & common <= 0.89 & positive <= 0.70 & negative > 0.30 & subject to time variability > 0.5,rule,0.34,negative,0.0,0.27,0.51,0.17,1.0
technically complicated > 0.5 & technically complicated <= 0.70 & common <= 0.70 & socially controversial > 0.5 & positive > 0.70,rule,0.09,positive,0.0,0.18,0.59,0.17,1.0
unambiguous <= 0.5 & positive > 0.30 & positive <= 0.89 & subject to geographical variability > 0.70 & subject to geographical variability <= 0.89,rule,0.23,positive,0.0,0.19,0.58,0.14,1.0
conceptually dense > 0.70 & technically complicated > 0.5 & common > 0.70 & negative > 0.30 & neutral > 0.5,rule,0.11,negative,0.0,0.14,0.57,0.15,1.0
common <= 0.70 & unambiguous <= 0.70 & positive <= 0.70 & interdisciplinary > 0.70 & interdisciplinary <= 0.89,rule,0.18,negative,0.0,0.25,0.47,0.12,1.0
common <= 0.89 & unambiguous > 0.5 & positive > 0.30 & negative > 0.30 & subject to geographical variability <= 0.89,rule,0.61,negative,0.0,0.5,0.79,0.24,1.0
technically complicated <= 0.70 & common > 0.70 & positive <= 0.5 & negative > 0.30 & neutral <= 0.70,rule,0.07,positive,0.0,0.23,1.31,0.42,1.0
unambiguous <= 0.5 & positive <= 0.5 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.07,positive,0.0,0.19,0.78,0.26,1.0
conceptually dense > 0.5 & common > 0.5 & socially controversial > 0.70 & positive <= 0.89 & negative > 0.5,rule,0.29,negative,0.0,0.27,1.11,0.29,1.0
technically complicated <= 0.70 & positive > 0.5 & positive <= 0.89 & negative <= 0.70 & interdisciplinary <= 0.70,rule,0.22,negative,0.0,0.18,0.73,0.19,1.0
