rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
conceptually dense <= 0.70 & technically complicated <= 0.70 & socially controversial > 0.5 & socially controversial <= 0.89 & subject to time variability <= 0.89,rule,0.01,positive,0.47,0.25,2.93,1.19,1.47
common,linear,,negative,0.19,,,,
interdisciplinary,linear,,negative,0.1,,,,
conceptually dense > 0.70 & common <= 0.89 & negative <= 0.5 & neutral > 0.70 & subject to time variability <= 0.89,rule,0.55,negative,0.09,0.44,5.54,1.67,1.09
conceptually dense > 0.70 & technically complicated > 0.5 & common <= 0.70 & socially controversial > 0.5,rule,0.25,positive,0.09,0.21,4.2,2.83,1.14
conceptually dense,linear,,negative,0.08,,,,
socially controversial <= 0.70 & unambiguous > 0.70 & neutral > 0.70 & interdisciplinary > 0.70 & subject to time variability > 0.70,rule,0.37,negative,0.08,0.31,16.18,7.61,2.2
technically complicated <= 0.70 & common <= 0.89 & positive > 0.5 & negative > 0.5 & negative <= 0.70,rule,0.12,positive,0.08,0.38,3.57,0.97,1.08
conceptually dense <= 0.70 & common > 0.70 & socially controversial <= 0.5 & subject to geographical variability > 0.70 & subject to time variability > 0.70,rule,0.03,negative,0.08,0.03,22.54,13.8,2.84
conceptually dense <= 0.70 & common <= 0.70 & interdisciplinary <= 0.70 & subject to time variability > 0.70,rule,0.01,positive,0.08,0.01,7.69,3.91,1.47
common <= 0.89 & socially controversial <= 0.89 & unambiguous <= 0.70 & positive > 0.30 & positive <= 0.70,rule,0.11,positive,0.07,0.2,3.07,1.02,1.07
technically complicated <= 0.70 & common > 0.5 & negative > 0.5 & interdisciplinary > 0.70 & subject to time variability <= 0.89,rule,0.15,negative,0.07,0.12,4.17,1.2,1.07
common > 0.70 & positive > 0.30 & positive <= 0.70 & neutral <= 0.70 & subject to time variability > 0.89,rule,0.01,negative,0.06,0.01,4.07,2.16,1.06
common <= 0.89 & socially controversial > 0.70 & positive <= 0.5 & neutral > 0.5 & interdisciplinary > 0.70,rule,0.08,positive,0.06,0.07,9.04,3.1,1.2
technically complicated <= 0.70 & common > 0.70 & socially controversial > 0.70 & neutral > 0.70 & interdisciplinary > 0.70,rule,0.06,positive,0.06,0.1,5.87,1.8,1.06
conceptually dense > 0.70 & technically complicated > 0.5 & common > 0.5 & socially controversial > 0.70 & positive > 0.30,rule,0.49,negative,0.06,0.4,2.21,0.64,1.06
conceptually dense > 0.70 & technically complicated <= 0.70 & common > 0.70 & socially controversial > 0.5 & subject to time variability <= 0.89,rule,0.19,negative,0.06,0.16,33.56,13.8,2.78
technically complicated <= 0.70 & unambiguous <= 0.70 & positive > 0.5 & positive <= 0.89 & negative <= 0.70,rule,0.08,positive,0.06,0.06,2.71,1.2,1.06
socially controversial > 0.70 & socially controversial <= 0.89 & positive > 0.30 & positive <= 0.5 & subject to time variability <= 0.89,rule,0.08,positive,0.05,0.06,5.22,2.43,1.05
common > 0.5 & socially controversial > 0.5 & unambiguous <= 0.70 & positive > 0.30 & interdisciplinary > 0.70,rule,0.21,negative,0.05,0.17,1.61,0.49,1.05
technically complicated > 0.70 & common <= 0.70 & negative > 0.5 & neutral > 0.70 & interdisciplinary > 0.70,rule,0.05,positive,0.05,0.05,1.74,0.57,1.05
