rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
neutral,linear,,negative,0.75,,,,
technically complicated > 0.70 & common > 0.89 & socially controversial > 0.70 & unambiguous <= 0.70 & positive > 0.5,rule,0.02,negative,0.14,0.02,15.34,7.0,2.22
common > 0.70 & socially controversial <= 0.89 & positive <= 0.70 & negative <= 0.70 & subject to time variability <= 0.89,rule,0.04,negative,0.12,0.03,4.52,1.49,1.12
conceptually dense <= 0.70 & technically complicated > 0.5 & common > 0.5 & positive <= 0.89 & negative <= 0.70,rule,0.07,negative,0.11,0.06,5.01,1.8,1.11
socially controversial <= 0.70 & positive <= 0.89 & negative <= 0.70 & neutral > 0.70 & subject to time variability <= 0.89,rule,0.17,negative,0.11,0.14,18.9,14.55,2.96
common > 0.89 & socially controversial <= 0.89 & positive > 0.70 & positive <= 0.89 & negative <= 0.70,rule,0.06,negative,0.1,0.05,4.08,1.49,1.1
common > 0.70 & socially controversial <= 0.5 & positive <= 0.89 & neutral > 0.70 & subject to time variability <= 0.89,rule,0.05,negative,0.1,0.05,12.24,8.19,2.32
positive > 0.70 & negative <= 0.5 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.03,positive,0.09,0.22,8.84,5.11,1.79
technically complicated <= 0.70 & common <= 0.89 & positive > 0.70 & neutral > 0.70 & subject to time variability > 0.70,rule,0.12,positive,0.09,0.21,76.71,65.76,4.56
common > 0.70 & socially controversial > 0.89 & positive > 0.30 & negative > 0.70 & neutral <= 0.70,rule,0.08,positive,0.09,0.06,8.04,4.72,1.69
common > 0.5 & socially controversial > 0.70 & positive <= 0.70 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.24,positive,0.09,0.2,24.62,15.85,3.02
technically complicated > 0.5 & common > 0.5 & common <= 0.89 & socially controversial > 0.70 & neutral <= 0.70,rule,0.57,positive,0.09,0.45,4.79,1.81,1.09
common <= 0.89 & socially controversial <= 0.5 & positive <= 0.89 & neutral > 0.70,rule,0.04,negative,0.08,0.11,268.16,244.32,5.93
technically complicated <= 0.70 & common > 0.70 & common <= 0.89 & socially controversial > 0.5 & neutral > 0.70,rule,0.09,negative,0.08,0.08,207.32,181.52,5.63
conceptually dense <= 0.70 & socially controversial <= 0.5 & positive <= 0.89 & neutral > 0.70,rule,0.04,negative,0.07,0.04,34.53,29.94,3.63
conceptually dense > 0.70 & technically complicated <= 0.70 & common <= 0.89 & socially controversial > 0.70 & interdisciplinary <= 0.89,rule,0.29,positive,0.07,0.23,6.85,1.86,1.07
technically complicated > 0.70 & positive > 0.30 & positive <= 0.5 & negative > 0.70,rule,0.06,positive,0.06,0.05,4.86,3.38,1.29
technically complicated <= 0.70 & common <= 0.89 & neutral > 0.70 & subject to geographical variability <= 0.89 & subject to time variability > 0.70,rule,0.12,positive,0.06,0.1,7.53,3.99,1.47
conceptually dense > 0.70 & socially controversial <= 0.70 & unambiguous <= 0.70 & interdisciplinary > 0.70 & subject to time variability > 0.70,rule,0.05,negative,0.06,0.05,4.23,1.26,1.06
technically complicated <= 0.70 & common <= 0.89 & socially controversial <= 0.89 & positive > 0.70 & negative <= 0.70,rule,0.29,positive,0.06,0.24,6.05,1.65,1.06
technically complicated > 0.5 & common > 0.70 & socially controversial <= 0.70 & positive > 0.5 & positive <= 0.89,rule,0.16,negative,0.06,0.13,6.07,3.23,1.24
technically complicated <= 0.70 & positive <= 0.70 & negative > 0.70 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.1,positive,0.06,0.17,295.29,245.35,5.82
technically complicated > 0.70 & common <= 0.89 & socially controversial > 0.5 & positive > 0.70 & negative <= 0.70,rule,0.22,positive,0.05,0.18,7.2,2.06,1.05
socially controversial > 0.89 & negative > 0.70 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.03,positive,0.05,0.03,2.91,1.15,1.05
common > 0.70 & unambiguous > 0.70 & positive <= 0.70 & neutral <= 0.70 & subject to geographical variability > 0.89,rule,0.01,positive,0.05,0.02,4.03,1.44,1.05
technically complicated > 0.70 & socially controversial > 0.70 & positive > 0.30 & positive <= 0.5 & interdisciplinary > 0.89,rule,0.01,positive,0.05,0.04,5.57,2.79,1.08
common > 0.70 & common <= 0.89 & negative > 0.5 & negative <= 0.70 & neutral <= 0.70,rule,0.24,negative,0.05,0.21,39.35,27.78,3.5
conceptually dense > 0.5 & conceptually dense <= 0.70 & technically complicated <= 0.5 & common > 0.70,rule,0.03,positive,0.04,0.02,4.71,2.56,1.04
common,linear,,negative,0.04,,,,
technically complicated > 0.70 & common <= 0.89 & socially controversial > 0.70 & neutral <= 0.70 & subject to geographical variability > 0.89,rule,0.08,positive,0.04,0.25,18.49,7.9,2.15
common > 0.70 & common <= 0.89 & socially controversial > 0.70 & positive <= 0.5 & neutral <= 0.70,rule,0.07,positive,0.04,0.06,38.86,24.33,3.31
technically complicated > 0.70 & common > 0.70 & common <= 0.89 & socially controversial <= 0.5 & neutral > 0.70,rule,0.01,negative,0.04,0.01,125.1,109.67,4.91
conceptually dense <= 0.70 & technically complicated <= 0.70 & common <= 0.89 & socially controversial > 0.70 & subject to time variability <= 0.89,rule,0.02,negative,0.04,0.02,11.52,5.41,1.75
conceptually dense > 0.70 & common <= 0.89 & socially controversial <= 0.89 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.45,positive,0.04,0.38,78.28,55.32,4.18
technically complicated <= 0.70 & socially controversial <= 0.70 & positive > 0.70 & neutral > 0.70 & interdisciplinary > 0.70,rule,0.12,positive,0.04,0.13,24.02,18.8,3.04
conceptually dense > 0.70 & common > 0.89 & socially controversial <= 0.89 & negative > 0.5,rule,0.04,negative,0.03,0.04,3.74,1.23,1.03
common > 0.70 & common <= 0.89 & socially controversial > 0.89 & negative > 0.70 & neutral <= 0.70,rule,0.07,positive,0.03,0.06,47.35,34.93,3.66
common > 0.89 & socially controversial > 0.70 & unambiguous <= 0.70 & negative > 0.5 & negative <= 0.70,rule,0.02,negative,0.03,0.03,7.84,4.54,1.56
common <= 0.89 & socially controversial > 0.5 & neutral <= 0.70 & subject to geographical variability > 0.89 & interdisciplinary <= 0.89,rule,0.11,positive,0.03,0.44,4.73,1.69,1.03
technically complicated > 0.5 & common > 0.89 & unambiguous <= 0.70 & neutral <= 0.70 & subject to time variability <= 0.89,rule,0.03,negative,0.03,0.03,13.34,8.19,2.18
technically complicated > 0.70 & common > 0.70 & unambiguous > 0.5 & positive > 0.5 & subject to geographical variability <= 0.89,rule,0.31,negative,0.03,0.31,5.32,1.38,1.03
common <= 0.89 & socially controversial > 0.70 & negative > 0.70 & neutral <= 0.70,rule,0.31,positive,0.03,0.25,4.03,1.59,1.03
common <= 0.89 & socially controversial > 0.70 & unambiguous > 0.5 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.52,positive,0.02,0.46,4.32,1.81,1.02
conceptually dense > 0.70 & common > 0.70 & positive > 0.70 & negative <= 0.5,rule,0.06,positive,0.02,0.35,3.11,0.88,1.02
conceptually dense > 0.70 & technically complicated <= 0.70 & socially controversial > 0.70 & unambiguous <= 0.70 & subject to geographical variability <= 0.89,rule,0.18,positive,0.02,0.18,6.48,2.72,1.02
common > 0.70 & socially controversial <= 0.89 & neutral <= 0.70 & interdisciplinary <= 0.89 & subject to time variability <= 0.89,rule,0.45,negative,0.02,0.36,5.36,1.7,1.02
common <= 0.89 & socially controversial <= 0.70 & unambiguous > 0.70 & positive > 0.70 & subject to time variability > 0.70,rule,0.09,positive,0.02,0.08,5.99,2.29,1.02
conceptually dense > 0.70 & common <= 0.89 & socially controversial > 0.70 & unambiguous <= 0.70 & negative > 0.5,rule,0.56,positive,0.02,0.45,5.6,1.39,1.02
socially controversial <= 0.70 & unambiguous > 0.70 & positive > 0.70 & negative <= 0.70 & interdisciplinary > 0.70,rule,0.13,positive,0.02,0.11,6.49,2.77,1.04
common > 0.70 & socially controversial > 0.5 & positive <= 0.89 & negative > 0.5 & neutral > 0.70,rule,0.2,negative,0.02,0.18,2.97,1.22,1.02
conceptually dense > 0.70 & technically complicated > 0.70 & socially controversial > 0.70 & positive > 0.5 & subject to time variability > 0.89,rule,0.02,negative,0.02,0.31,7.73,3.23,1.19
technically complicated <= 0.70 & common > 0.70 & positive <= 0.70 & negative > 0.70 & neutral <= 0.70,rule,0.09,positive,0.02,0.1,8.43,3.13,1.16
socially controversial > 0.70 & positive <= 0.70 & negative > 0.5 & neutral > 0.70 & interdisciplinary <= 0.89,rule,0.01,negative,0.02,0.02,67.88,60.18,4.19
common > 0.70 & unambiguous <= 0.70 & positive > 0.5 & neutral <= 0.70 & interdisciplinary > 0.89,rule,0.05,negative,0.02,0.05,59.1,46.55,3.93
technically complicated > 0.70 & negative > 0.70 & neutral <= 0.70 & interdisciplinary <= 0.89 & subject to time variability <= 0.89,rule,0.16,positive,0.02,0.13,18.75,12.64,2.58
conceptually dense > 0.5 & technically complicated <= 0.5 & common > 0.70 & socially controversial <= 0.70 & positive > 0.70,rule,0.03,positive,0.02,0.02,16.24,9.62,2.31
technically complicated <= 0.70 & common <= 0.70 & socially controversial > 0.5 & positive > 0.70 & neutral > 0.70,rule,0.01,positive,0.02,0.09,10.71,5.54,1.75
technically complicated > 0.70 & unambiguous <= 0.70 & positive > 0.5 & positive <= 0.70 & negative > 0.70,rule,0.1,negative,0.01,0.09,7.85,3.38,1.22
socially controversial > 0.5 & unambiguous > 0.70 & positive <= 0.89 & negative <= 0.5 & neutral > 0.70,rule,0.04,positive,0.01,0.05,2.85,1.22,1.01
conceptually dense > 0.70 & common <= 0.89 & socially controversial > 0.70 & positive <= 0.5 & neutral <= 0.70,rule,0.07,positive,0.01,0.06,80.78,61.71,4.14
technically complicated > 0.70 & common > 0.5 & socially controversial > 0.70 & neutral <= 0.70,rule,0.33,positive,0.01,0.49,4.07,1.56,1.01
socially controversial <= 0.70 & negative <= 0.5 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.02,positive,0.01,0.02,19.56,15.59,2.77
technically complicated > 0.70 & common > 0.70 & socially controversial > 0.70 & socially controversial <= 0.89 & subject to geographical variability <= 0.89,rule,0.28,negative,0.01,0.26,12.93,5.41,1.7
common <= 0.70 & unambiguous > 0.5 & positive > 0.5 & neutral <= 0.70,rule,0.05,positive,0.01,0.43,9.85,5.75,1.77
common <= 0.89 & socially controversial > 0.70 & unambiguous > 0.70 & negative > 0.5 & negative <= 0.70,rule,0.09,negative,0.01,0.11,5.54,1.39,1.01
technically complicated > 0.70 & common > 0.70 & socially controversial <= 0.89 & neutral <= 0.70 & subject to geographical variability <= 0.89,rule,0.19,negative,0.01,0.17,9.23,3.68,1.31
common > 0.70 & socially controversial <= 0.5 & positive > 0.89 & negative <= 0.70,rule,0.01,positive,0.01,0.01,3.78,1.72,1.01
common > 0.89 & socially controversial > 0.70 & unambiguous <= 0.70 & negative > 0.5 & subject to time variability <= 0.89,rule,0.03,negative,0.01,0.03,5.12,2.26,1.01
conceptually dense > 0.70 & technically complicated > 0.5 & unambiguous <= 0.70 & neutral > 0.70,rule,0.15,negative,0.01,0.2,9.34,5.65,1.75
common > 0.5 & socially controversial > 0.70 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.55,positive,0.01,0.44,6.16,3.02,1.12
technically complicated > 0.70 & common <= 0.89 & socially controversial > 0.70 & positive > 0.30 & subject to geographical variability > 0.89,rule,0.09,positive,0.01,0.07,8.67,3.09,1.14
conceptually dense > 0.70 & technically complicated <= 0.70 & common <= 0.89 & socially controversial > 0.70 & subject to geographical variability <= 0.89,rule,0.24,positive,0.01,0.23,9.24,4.54,1.54
conceptually dense > 0.5 & conceptually dense <= 0.70 & technically complicated <= 0.5 & common > 0.5 & socially controversial <= 0.70,rule,0.02,positive,0.01,0.02,5.52,2.72,1.02
conceptually dense > 0.70 & common > 0.5 & common <= 0.70 & socially controversial <= 0.89 & neutral <= 0.70,rule,0.05,positive,0.01,0.04,6.46,3.13,1.15
common > 0.70 & positive <= 0.70 & negative > 0.5 & negative <= 0.70 & neutral <= 0.70,rule,0.02,negative,0.0,0.02,9.94,4.63,1.54
