rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
common,linear,,positive,0.56,,,,
common <= 0.89 & unambiguous > 0.5 & positive <= 0.70 & interdisciplinary <= 0.89,rule,0.06,negative,0.43,0.05,649.92,401.76,8.57
conceptually dense <= 0.89 & common <= 0.5 & positive > 0.5 & negative <= 0.89 & subject to geographical variability <= 0.89,rule,0.02,negative,0.34,0.02,5.31,2.78,1.36
conceptually dense > 0.5 & common > 0.5 & common <= 0.89 & positive > 0.70 & neutral <= 0.70,rule,0.06,positive,0.26,0.05,18.19,7.55,2.56
common <= 0.5 & positive <= 0.5 & interdisciplinary > 0.89,rule,0.01,positive,0.22,0.02,12.32,9.66,2.76
common > 0.5 & socially controversial > 0.70 & positive > 0.70 & subject to geographical variability > 0.89 & subject to time variability <= 0.89,rule,0.04,negative,0.21,0.04,21.81,6.99,2.36
socially controversial > 0.89 & positive > 0.30 & neutral <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary > 0.89,rule,0.03,positive,0.2,0.08,13.9,3.94,1.65
common > 0.5 & common <= 0.89 & socially controversial > 0.89 & positive <= 0.70 & neutral > 0.5,rule,0.04,negative,0.19,0.05,14.9,4.12,1.69
common > 0.5 & socially controversial > 0.89 & positive > 0.70 & interdisciplinary > 0.89,rule,0.02,positive,0.18,0.15,139.51,92.09,5.34
common <= 0.5 & socially controversial <= 0.70 & positive > 0.70 & subject to time variability > 0.5,rule,0.01,negative,0.16,0.01,67.6,31.78,4.01
conceptually dense > 0.70 & common > 0.5 & socially controversial <= 0.89 & positive > 0.70 & subject to time variability <= 0.70,rule,0.03,positive,0.16,0.08,27.67,9.64,2.64
common <= 0.89 & socially controversial > 0.70 & positive > 0.70 & negative <= 0.70 & interdisciplinary > 0.89,rule,0.14,positive,0.15,0.11,22.9,8.21,2.42
technically complicated > 0.70 & common > 0.70 & unambiguous <= 0.70 & negative <= 0.5,rule,0.06,negative,0.15,0.15,16.29,8.17,2.41
common > 0.5 & socially controversial > 0.5 & unambiguous > 0.5 & subject to geographical variability > 0.89 & interdisciplinary > 0.89,rule,0.07,positive,0.14,0.07,14.9,4.71,1.77
common > 0.5 & common <= 0.89 & positive > 0.70 & neutral > 0.70 & subject to time variability <= 0.89,rule,0.61,positive,0.14,0.53,19.21,5.77,2.0
conceptually dense > 0.89 & socially controversial > 0.70 & positive > 0.70 & neutral > 0.70 & subject to geographical variability > 0.70,rule,0.01,positive,0.13,0.01,15.57,5.14,1.86
technically complicated <= 0.5 & common > 0.5 & negative > 0.70 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.89,rule,0.02,negative,0.13,0.01,18.73,6.61,2.13
conceptually dense > 0.70 & technically complicated <= 0.5 & unambiguous > 0.70 & neutral > 0.70 & subject to time variability > 0.70,rule,0.03,negative,0.11,0.03,20.22,5.6,1.91
conceptually dense <= 0.5 & common > 0.5 & socially controversial > 0.30 & neutral > 0.70 & subject to geographical variability > 0.70,rule,0.01,positive,0.11,0.02,12.51,3.33,1.34
socially controversial > 0.30 & unambiguous <= 0.70 & positive > 0.70 & interdisciplinary <= 0.89 & subject to time variability > 0.70,rule,0.06,negative,0.11,0.17,16.62,4.64,1.71
conceptually dense <= 0.89 & positive <= 0.5 & negative > 0.5 & interdisciplinary > 0.89,rule,0.16,positive,0.1,0.15,26.35,13.37,2.85
common <= 0.89 & socially controversial > 0.89 & positive <= 0.5 & negative > 0.5,rule,0.06,negative,0.1,0.16,8.67,2.46,1.1
technically complicated > 0.70 & common <= 0.70 & socially controversial > 0.70 & neutral > 0.5 & interdisciplinary > 0.89,rule,0.07,positive,0.1,0.07,12.88,3.59,1.4
technically complicated > 0.5 & common <= 0.5 & positive > 0.5 & subject to geographical variability <= 0.89 & subject to time variability > 0.5,rule,0.02,negative,0.1,0.02,4.94,2.34,1.1
common > 0.5 & socially controversial <= 0.89 & positive > 0.70 & subject to geographical variability <= 0.89 & subject to time variability <= 0.70,rule,0.09,positive,0.1,0.52,20.39,6.73,2.1
common > 0.5 & socially controversial > 0.5 & positive <= 0.89 & interdisciplinary > 0.89 & subject to time variability > 0.70,rule,0.41,positive,0.09,0.47,20.36,8.99,2.39
common <= 0.89 & unambiguous <= 0.5 & positive > 0.70 & negative <= 0.70 & subject to geographical variability > 0.70,rule,0.03,positive,0.09,0.02,21.04,5.34,1.83
socially controversial <= 0.89 & unambiguous > 0.70 & positive <= 0.5 & negative > 0.70 & interdisciplinary > 0.89,rule,0.06,positive,0.09,0.07,14.66,6.22,1.99
conceptually dense > 0.70 & positive > 0.70 & subject to geographical variability > 0.5 & interdisciplinary <= 0.89 & subject to time variability <= 0.70,rule,0.03,positive,0.09,0.02,20.85,8.39,2.31
common <= 0.89 & socially controversial > 0.5 & positive <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.89,rule,0.04,negative,0.09,0.04,9.22,2.88,1.15
common > 0.5 & positive <= 0.70 & subject to geographical variability > 0.70 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.89,rule,0.06,negative,0.09,0.05,17.26,7.37,2.18
common > 0.5 & positive > 0.70 & neutral > 0.5 & subject to geographical variability <= 0.89 & interdisciplinary <= 0.89,rule,0.28,positive,0.09,0.23,122.01,68.82,4.61
technically complicated <= 0.70 & common > 0.5 & socially controversial > 0.89 & positive > 0.5 & subject to geographical variability > 0.89,rule,0.01,positive,0.08,0.02,13.04,4.53,1.63
common <= 0.5 & socially controversial <= 0.5 & positive > 0.70 & subject to time variability > 0.5,rule,0.01,negative,0.08,0.01,12.52,6.99,2.1
negative <= 0.89 & neutral <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary > 0.89 & subject to time variability > 0.70,rule,0.1,positive,0.08,0.11,17.68,5.27,1.8
technically complicated > 0.70 & socially controversial <= 0.70 & unambiguous > 0.70 & positive > 0.70 & interdisciplinary > 0.89,rule,0.13,positive,0.08,0.12,13.91,5.57,1.86
technically complicated > 0.5 & common > 0.5 & socially controversial > 0.30 & positive <= 0.70 & negative <= 0.70,rule,0.02,negative,0.06,0.02,17.17,6.49,1.98
conceptually dense <= 0.89 & common <= 0.89 & positive <= 0.70 & negative > 0.70 & interdisciplinary > 0.89,rule,0.17,positive,0.06,0.14,45.3,17.91,3.07
conceptually dense > 0.5 & technically complicated <= 0.70 & common <= 0.89 & unambiguous <= 0.70 & negative <= 0.70,rule,0.07,positive,0.06,0.05,16.46,4.82,1.67
common > 0.5 & common <= 0.70 & positive > 0.70 & negative <= 0.70 & subject to geographical variability <= 0.89,rule,0.11,positive,0.06,0.09,17.16,4.37,1.56
common <= 0.89 & socially controversial > 0.70 & negative <= 0.5 & subject to geographical variability <= 0.89 & interdisciplinary > 0.89,rule,0.07,positive,0.06,0.06,13.26,3.3,1.26
conceptually dense <= 0.89 & technically complicated > 0.5 & common > 0.5 & positive <= 0.70 & negative <= 0.70,rule,0.02,negative,0.06,0.02,16.24,8.16,2.23
technically complicated > 0.5 & socially controversial > 0.30 & socially controversial <= 0.70 & positive <= 0.70 & negative <= 0.5,rule,0.01,negative,0.06,0.01,14.57,5.32,1.78
technically complicated > 0.5 & common <= 0.89 & socially controversial > 0.89 & positive <= 0.70 & interdisciplinary > 0.89,rule,0.05,negative,0.06,0.04,112.2,57.96,4.32
common > 0.5 & socially controversial <= 0.70 & unambiguous > 0.70 & subject to geographical variability > 0.70 & interdisciplinary > 0.89,rule,0.17,positive,0.06,0.19,30.75,15.41,2.91
conceptually dense > 0.70 & common > 0.5 & negative <= 0.89 & neutral <= 0.70,rule,0.18,positive,0.05,0.14,7.9,2.45,1.05
common > 0.5 & socially controversial <= 0.89 & positive > 0.70 & subject to geographical variability <= 0.89 & subject to time variability <= 0.5,rule,0.03,positive,0.05,0.52,43.91,12.66,2.67
conceptually dense <= 0.70 & common > 0.5 & positive > 0.70 & neutral > 0.70 & interdisciplinary <= 0.89,rule,0.09,positive,0.05,0.08,85.56,41.81,3.92
subject to geographical variability,linear,,positive,0.05,,,,
technically complicated <= 0.5 & common > 0.5 & unambiguous > 0.70 & neutral <= 0.70 & interdisciplinary > 0.89,rule,0.01,positive,0.05,0.01,19.18,6.51,1.97
technically complicated > 0.70 & common > 0.5 & positive > 0.70 & subject to geographical variability > 0.89 & subject to time variability <= 0.89,rule,0.03,negative,0.05,0.04,23.37,7.42,2.11
technically complicated > 0.5 & socially controversial > 0.70 & unambiguous <= 0.70 & interdisciplinary > 0.89 & subject to time variability > 0.70,rule,0.22,positive,0.05,0.18,11.6,2.7,1.05
socially controversial <= 0.89 & positive <= 0.70 & negative > 0.70 & neutral > 0.5 & interdisciplinary > 0.89,rule,0.13,positive,0.05,0.11,18.09,5.32,1.75
unambiguous > 0.5 & positive > 0.30 & positive <= 0.70 & subject to geographical variability > 0.70 & interdisciplinary <= 0.89,rule,0.05,negative,0.05,0.04,311.21,198.55,5.58
