rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
common <= 0.89 & unambiguous > 0.5 & positive <= 0.70 & neutral <= 0.5,rule,0.01,positive,0.11,0.02,2.78,0.93,1.11
conceptually dense > 0.70 & technically complicated <= 0.70 & unambiguous <= 0.70 & positive <= 0.89 & subject to time variability <= 0.89,rule,0.1,positive,0.06,0.09,1.89,0.45,1.06
common > 0.5 & common <= 0.89 & positive <= 0.89 & neutral > 0.70 & interdisciplinary <= 0.89,rule,0.28,negative,0.06,0.58,4.67,1.6,1.06
technically complicated > 0.70 & socially controversial > 0.70 & negative <= 0.5 & neutral > 0.70 & interdisciplinary > 0.89,rule,0.04,positive,0.05,0.14,68.69,36.91,3.79
common > 0.5 & common <= 0.89 & negative <= 0.70 & subject to geographical variability <= 0.70 & subject to time variability <= 0.70,rule,0.03,negative,0.05,0.03,2.59,0.68,1.05
conceptually dense <= 0.89 & technically complicated > 0.5 & common <= 0.89 & positive <= 0.89 & interdisciplinary <= 0.89,rule,0.24,negative,0.05,0.2,4.47,1.55,1.05
technically complicated > 0.70 & positive <= 0.5 & negative > 0.70 & subject to geographical variability <= 0.89 & subject to time variability > 0.5,rule,0.1,positive,0.05,0.11,4.28,1.8,1.05
conceptually dense > 0.89 & technically complicated > 0.70 & technically complicated <= 0.89 & socially controversial > 0.70 & interdisciplinary > 0.89,rule,0.01,positive,0.05,0.01,8.8,2.36,1.05
technically complicated <= 0.5 & common > 0.70 & socially controversial <= 0.70 & unambiguous > 0.70 & subject to geographical variability > 0.5,rule,0.07,positive,0.04,0.08,1.74,0.62,1.04
conceptually dense <= 0.89 & technically complicated > 0.5 & common > 0.5 & common <= 0.70 & socially controversial <= 0.70,rule,0.07,negative,0.04,0.06,3.11,0.91,1.04
technically complicated <= 0.70 & socially controversial > 0.70 & positive > 0.70 & negative <= 0.70 & subject to geographical variability > 0.89,rule,0.02,negative,0.04,0.02,1.46,0.5,1.04
technically complicated <= 0.70 & common > 0.5 & unambiguous <= 0.70 & positive <= 0.70 & negative > 0.5,rule,0.03,positive,0.04,0.03,9.61,5.07,1.69
conceptually dense > 0.5 & technically complicated > 0.5 & socially controversial > 0.5 & unambiguous <= 0.5 & interdisciplinary <= 0.89,rule,0.02,negative,0.04,0.01,4.53,1.66,1.04
technically complicated <= 0.5 & unambiguous > 0.70 & negative <= 0.70 & subject to geographical variability > 0.5 & subject to time variability > 0.70,rule,0.05,negative,0.04,0.05,4.94,2.05,1.04
common > 0.70 & common <= 0.89 & unambiguous <= 0.5 & interdisciplinary > 0.89 & subject to time variability <= 0.89,rule,0.03,positive,0.04,0.03,4.38,2.49,1.04
technically complicated <= 0.70 & common > 0.70 & positive > 0.30 & negative > 0.70 & subject to time variability > 0.70,rule,0.08,positive,0.04,0.06,5.34,2.73,1.04
socially controversial > 0.89 & unambiguous > 0.70 & neutral > 0.5 & neutral <= 0.70,rule,0.02,negative,0.04,0.05,5.13,3.03,1.16
technically complicated > 0.70 & common <= 0.89 & unambiguous > 0.5 & positive > 0.30 & positive <= 0.89,rule,0.52,negative,0.04,0.41,8.65,3.27,1.23
socially controversial > 0.5 & positive <= 0.70 & negative <= 0.89 & neutral <= 0.70 & subject to time variability <= 0.89,rule,0.11,positive,0.04,0.15,3.05,1.36,1.04
technically complicated > 0.70 & common > 0.70 & socially controversial <= 0.89 & positive <= 0.89 & neutral > 0.70,rule,0.35,negative,0.04,0.29,1.43,0.34,1.04
technically complicated <= 0.70 & common > 0.70 & negative <= 0.70 & subject to geographical variability > 0.70 & subject to time variability <= 0.70,rule,0.05,positive,0.04,0.04,13.34,6.44,1.94
technically complicated > 0.5 & common <= 0.89 & unambiguous > 0.5 & subject to geographical variability > 0.70 & interdisciplinary > 0.89,rule,0.52,negative,0.03,0.43,6.06,1.55,1.03
common > 0.5 & common <= 0.70 & unambiguous > 0.70 & neutral > 0.5,rule,0.08,negative,0.03,0.46,2.17,0.61,1.03
technically complicated > 0.5 & common > 0.5 & socially controversial <= 0.5 & unambiguous <= 0.70,rule,0.08,positive,0.03,0.07,3.04,1.08,1.03
negative > 0.70 & negative <= 0.89 & neutral <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary > 0.89,rule,0.08,positive,0.03,0.09,1.82,0.73,1.03
technically complicated > 0.5 & socially controversial <= 0.70 & positive > 0.5 & neutral > 0.70 & subject to time variability > 0.70,rule,0.34,negative,0.03,0.31,8.65,3.21,1.21
technically complicated > 0.70 & common > 0.5 & unambiguous > 0.70 & positive <= 0.89 & negative <= 0.70,rule,0.21,negative,0.03,0.17,7.95,3.16,1.18
conceptually dense <= 0.89 & common <= 0.70 & unambiguous <= 0.70 & positive > 0.5 & subject to time variability <= 0.89,rule,0.08,negative,0.03,0.08,2.59,0.66,1.03
technically complicated <= 0.70 & common <= 0.89 & positive > 0.5 & interdisciplinary <= 0.89 & subject to time variability > 0.5,rule,0.18,negative,0.03,0.16,4.21,1.55,1.03
technically complicated <= 0.5 & common > 0.70 & neutral > 0.70 & subject to geographical variability > 0.5,rule,0.1,positive,0.03,0.08,15.31,11.89,2.55
