rule,type,conditions_coverage,impact_direction,importance,min_rule_coverage,total_gain,max_gain,weighted_importance
interdisciplinary,linear,,negative,0.04,,,,
conceptually dense > 0.70 & technically complicated <= 0.5 & unambiguous > 0.5 & neutral <= 0.70 & interdisciplinary > 0.5,rule,0.04,positive,0.02,0.09,0.09,0.02,1.02
common <= 0.89 & socially controversial > 0.5 & positive > 0.30 & interdisciplinary > 0.70 & interdisciplinary <= 0.89,rule,0.48,positive,0.01,0.4,0.04,0.01,1.01
common > 0.70 & positive > 0.5 & neutral <= 0.5 & subject to geographical variability > 0.5 & interdisciplinary <= 0.89,rule,0.05,positive,0.01,0.27,0.06,0.02,1.01
technically complicated <= 0.5 & socially controversial > 0.30 & interdisciplinary <= 0.5 & subject to time variability > 0.5,rule,0.01,negative,0.01,0.01,0.05,0.02,1.01
conceptually dense <= 0.70 & common > 0.30 & common <= 0.70 & neutral <= 0.70 & interdisciplinary <= 0.5,rule,0.01,negative,0.01,0.06,0.06,0.03,1.01
technically complicated <= 0.5 & common <= 0.89 & socially controversial > 0.70 & neutral > 0.5 & subject to geographical variability <= 0.89,rule,0.02,positive,0.01,0.02,0.13,0.06,1.01
socially controversial <= 0.70 & unambiguous > 0.5 & positive > 0.70 & subject to geographical variability > 0.5 & interdisciplinary <= 0.70,rule,0.17,positive,0.01,0.14,0.11,0.03,1.01
technically complicated <= 0.70 & positive > 0.30 & negative <= 0.70 & neutral <= 0.70 & interdisciplinary <= 0.89,rule,0.47,positive,0.01,0.53,0.04,0.01,1.01
conceptually dense <= 0.70 & common > 0.70 & unambiguous > 0.5 & positive > 0.5 & interdisciplinary > 0.70,rule,0.07,positive,0.01,0.1,0.07,0.02,1.01
common > 0.5 & positive > 0.70 & neutral <= 0.70 & interdisciplinary <= 0.70 & subject to time variability <= 0.5,rule,0.01,positive,0.01,0.01,0.11,0.04,1.01
technically complicated > 0.5 & common > 0.5 & positive <= 0.70 & subject to geographical variability <= 0.89 & interdisciplinary > 0.5,rule,0.28,negative,0.01,0.22,0.13,0.05,1.01
technically complicated > 0.5 & common > 0.70 & negative > 0.5 & subject to geographical variability <= 0.89 & subject to time variability > 0.70,rule,0.13,negative,0.01,0.12,0.05,0.01,1.01
common <= 0.70 & unambiguous <= 0.70 & negative <= 0.30 & subject to geographical variability <= 0.70 & interdisciplinary <= 0.70,rule,0.0,negative,0.01,0.01,0.09,0.03,1.01
technically complicated <= 0.70 & common > 0.5 & positive > 0.70 & interdisciplinary <= 0.70,rule,0.19,positive,0.01,0.16,0.24,0.14,1.01
positive > 0.30 & positive <= 0.89 & interdisciplinary > 0.5 & interdisciplinary <= 0.70 & subject to time variability <= 0.5,rule,0.02,negative,0.01,0.02,0.11,0.03,1.01
conceptually dense <= 0.5 & common > 0.5 & positive > 0.89 & interdisciplinary <= 0.70,rule,0.01,positive,0.01,0.02,0.13,0.06,1.01
technically complicated > 0.70 & common > 0.5 & positive > 0.70 & subject to time variability > 0.70,rule,0.06,positive,0.01,0.05,0.5,0.39,1.01
conceptually dense <= 0.70 & common <= 0.70 & socially controversial > 0.5 & subject to geographical variability > 0.70 & interdisciplinary > 0.70,rule,0.02,negative,0.01,0.04,0.04,0.01,1.01
common > 0.5 & socially controversial <= 0.70 & unambiguous > 0.5 & positive <= 0.5 & interdisciplinary > 0.5,rule,0.04,negative,0.01,0.03,0.33,0.26,1.01
conceptually dense > 0.70 & technically complicated > 0.5 & positive <= 0.89 & subject to geographical variability <= 0.70 & interdisciplinary > 0.5,rule,0.03,negative,0.01,0.46,0.04,0.01,1.01
common > 0.5 & unambiguous <= 0.5 & subject to geographical variability > 0.5 & interdisciplinary <= 0.70 & subject to time variability > 0.70,rule,0.04,positive,0.01,0.04,0.07,0.03,1.01
socially controversial > 0.30 & interdisciplinary > 0.5 & interdisciplinary <= 0.70 & subject to time variability > 0.70,rule,0.09,positive,0.0,0.17,0.04,0.02,1.0
conceptually dense > 0.5 & conceptually dense <= 0.70 & common > 0.70 & negative > 0.5 & subject to time variability > 0.70,rule,0.03,negative,0.0,0.03,0.07,0.02,1.0
